ASVID,Domain,Phylum,Class,Order,Family,Genus,Species
ASV_1971,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Methylococcales,D_4__Methylomonaceae,D_5__Crenothrix,Ambiguous_taxa
ASV_1972,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Methylococcales,D_4__Methylomonaceae,D_5__Crenothrix,D_6__uncultured bacterium
ASV_1973,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Methylococcales,D_4__Methylomonaceae,D_5__Crenothrix,D_6__uncultured soil bacterium
ASV_1974,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Methylococcales,D_4__Methylomonaceae,D_5__Crenothrix,NA
ASV_1975,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Methylococcales,D_4__Methylomonaceae,D_5__Methylobacter,NA
ASV_1976,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Methylococcales,D_4__Methylomonaceae,D_5__Methyloglobulus,D_6__Methyloglobulus morosus KoM1
ASV_1977,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Methylococcales,D_4__Methylomonaceae,D_5__Methylomonas,NA
ASV_1978,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Methylococcales,D_4__Methylomonaceae,D_5__uncultured,NA
ASV_1979,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Methylococcales,D_4__Methylomonaceae,NA,NA
ASV_1980,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Oceanospirillales,D_4__Halomonadaceae,D_5__Halomonas,D_6__uncultured soil bacterium
ASV_1981,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Oceanospirillales,D_4__Halomonadaceae,D_5__Halomonas,NA
ASV_1982,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Oceanospirillales,D_4__Pseudohongiellaceae,D_5__BIyi10,D_6__metagenome
ASV_1983,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__PLTA13,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
ASV_1984,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__PLTA13,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_1985,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__PLTA13,NA,NA,NA
ASV_1986,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pasteurellales,D_4__Pasteurellaceae,D_5__Haemophilus,NA
ASV_1987,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Moraxellaceae,D_5__Acinetobacter,D_6__Arthrobacter sp. PD9
ASV_1988,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Moraxellaceae,D_5__Acinetobacter,NA
ASV_1989,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Moraxellaceae,D_5__Enhydrobacter,NA
ASV_1990,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Moraxellaceae,D_5__uncultured,Ambiguous_taxa
ASV_1991,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Moraxellaceae,D_5__uncultured,D_6__metagenome
ASV_1992,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Moraxellaceae,D_5__uncultured,NA
ASV_1993,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Moraxellaceae,NA,NA
ASV_1994,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Pseudomonadaceae,D_5__Pseudomonas,NA
ASV_1995,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__R7C24,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
ASV_1996,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__R7C24,D_4__metagenome,D_5__metagenome,D_6__metagenome
ASV_1997,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__R7C24,NA,NA,NA
ASV_1998,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Run-SP154,D_4__metagenome,D_5__metagenome,D_6__metagenome
ASV_1999,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Salinisphaerales,D_4__Solimonadaceae,D_5__Polycyclovorans,D_6__uncultured bacterium
ASV_2000,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Steroidobacterales,D_4__Steroidobacteraceae,D_5__Steroidobacter,D_6__metagenome
ASV_2001,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Steroidobacterales,D_4__Steroidobacteraceae,D_5__Steroidobacter,NA
ASV_2002,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Steroidobacterales,D_4__Steroidobacteraceae,D_5__uncultured,Ambiguous_taxa
ASV_2003,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Steroidobacterales,D_4__Steroidobacteraceae,D_5__uncultured,D_6__uncultured gamma proteobacterium
ASV_2004,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Steroidobacterales,D_4__Steroidobacteraceae,D_5__uncultured,D_6__uncultured soil bacterium
ASV_2005,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Steroidobacterales,D_4__Steroidobacteraceae,D_5__uncultured,NA
ASV_2006,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Steroidobacterales,D_4__Steroidobacteraceae,NA,NA
ASV_2007,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Steroidobacterales,D_4__Woeseiaceae,D_5__JTB255 marine benthic group,D_6__uncultured bacterium
ASV_2008,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Thiotrichales,D_4__Thiotrichaceae,D_5__Thiothrix,D_6__Thiothrix eikelboomii
ASV_2009,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Thiotrichales,D_4__Thiotrichaceae,D_5__Thiothrix,NA
ASV_2010,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__WD260,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_2011,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Rhodanobacteraceae,D_5__Chiayiivirga,D_6__uncultured bacterium
ASV_2012,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Rhodanobacteraceae,D_5__Dokdonella,D_6__metagenome
ASV_2013,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Rhodanobacteraceae,D_5__Dokdonella,D_6__uncultured bacterium
ASV_2014,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Rhodanobacteraceae,D_5__Dokdonella,D_6__uncultured gamma proteobacterium
ASV_2015,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Rhodanobacteraceae,D_5__Dokdonella,NA
ASV_2016,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Rhodanobacteraceae,D_5__Rhodanobacter,D_6__uncultured Xanthomonadaceae bacterium
ASV_2017,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Rhodanobacteraceae,D_5__Rhodanobacter,NA
ASV_2018,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Rhodanobacteraceae,D_5__Tahibacter,NA
ASV_2019,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Rhodanobacteraceae,D_5__uncultured,Ambiguous_taxa
ASV_2020,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Rhodanobacteraceae,D_5__uncultured,D_6__metagenome
ASV_2021,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Rhodanobacteraceae,D_5__uncultured,D_6__uncultured Xanthomonadaceae bacterium
ASV_2022,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Rhodanobacteraceae,D_5__uncultured,D_6__uncultured bacterium
ASV_2023,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Rhodanobacteraceae,D_5__uncultured,NA
ASV_2024,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Rhodanobacteraceae,NA,NA
ASV_2025,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Xanthomonadaceae,D_5__Arenimonas,Ambiguous_taxa
ASV_2026,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Xanthomonadaceae,D_5__Arenimonas,D_6__Arenimonas daechungensis
ASV_2027,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Xanthomonadaceae,D_5__Arenimonas,D_6__metagenome
ASV_2028,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Xanthomonadaceae,D_5__Arenimonas,D_6__uncultured soil bacterium
ASV_2029,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Xanthomonadaceae,D_5__Arenimonas,NA
ASV_2030,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Xanthomonadaceae,D_5__Luteimonas,NA
ASV_2031,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Xanthomonadaceae,D_5__Lysobacter,D_6__uncultured Thermomonas sp.
ASV_2032,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Xanthomonadaceae,D_5__Lysobacter,D_6__uncultured Xanthomonadaceae bacterium
ASV_2033,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Xanthomonadaceae,D_5__Lysobacter,NA
ASV_2034,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Xanthomonadaceae,D_5__Pseudoxanthomonas,D_6__uncultured gamma proteobacterium
ASV_2035,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Xanthomonadaceae,D_5__Pseudoxanthomonas,NA
ASV_2036,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Xanthomonadaceae,D_5__Stenotrophomonas,NA
ASV_2037,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Xanthomonadaceae,D_5__Thermomonas,D_6__metagenome
ASV_2038,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Xanthomonadaceae,D_5__Thermomonas,NA
ASV_2039,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Xanthomonadaceae,D_5__Xanthomonas,NA
ASV_2040,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Xanthomonadaceae,NA,NA
ASV_2041,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,NA,NA,NA
ASV_2042,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__eub62A3,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_2043,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__uncultured,D_4__metagenome,D_5__metagenome,D_6__metagenome
ASV_2044,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__uncultured,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_2045,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__uncultured,NA,NA,NA
ASV_2046,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,NA,NA,NA,NA
ASV_2047,D_0__Bacteria,D_1__Proteobacteria,NA,NA,NA,NA,NA
ASV_2048,D_0__Bacteria,D_1__Rokubacteria,D_2__NC10,D_3__Methylomirabilales,D_4__Methylomirabilaceae,D_5__Sh765B-TzT-35,D_6__NC10 bacterium enrichment culture clone Ino-F12
ASV_2049,D_0__Bacteria,D_1__Rokubacteria,D_2__NC10,D_3__Methylomirabilales,D_4__Methylomirabilaceae,D_5__Sh765B-TzT-35,D_6__uncultured bacterium
ASV_2050,D_0__Bacteria,D_1__Rokubacteria,D_2__NC10,D_3__Methylomirabilales,D_4__Methylomirabilaceae,D_5__Sh765B-TzT-35,NA
ASV_2051,D_0__Bacteria,D_1__Rokubacteria,D_2__NC10,D_3__Rokubacteriales,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
ASV_2052,D_0__Bacteria,D_1__Rokubacteria,D_2__NC10,D_3__Rokubacteriales,D_4__bacterium WX65,D_5__bacterium WX65,D_6__bacterium WX65
ASV_2053,D_0__Bacteria,D_1__Rokubacteria,D_2__NC10,D_3__Rokubacteriales,D_4__metagenome,D_5__metagenome,D_6__metagenome
ASV_2054,D_0__Bacteria,D_1__Rokubacteria,D_2__NC10,D_3__Rokubacteriales,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_2055,D_0__Bacteria,D_1__Rokubacteria,D_2__NC10,D_3__Rokubacteriales,D_4__uncultured candidate division SPAM bacterium,D_5__uncultured candidate division SPAM bacterium,D_6__uncultured candidate division SPAM bacterium
ASV_2056,D_0__Bacteria,D_1__Rokubacteria,D_2__NC10,D_3__Rokubacteriales,NA,NA,NA
ASV_2057,D_0__Bacteria,D_1__Spirochaetes,D_2__Leptospirae,D_3__Leptospirales,D_4__Leptospiraceae,D_5__Leptospira,NA
ASV_2058,D_0__Bacteria,D_1__Spirochaetes,D_2__Leptospirae,D_3__Leptospirales,D_4__Leptospiraceae,D_5__RBG-16-49-21,NA
ASV_2059,D_0__Bacteria,D_1__Spirochaetes,D_2__Leptospirae,D_3__Leptospirales,D_4__Leptospiraceae,D_5__Turneriella,D_6__metagenome
ASV_2060,D_0__Bacteria,D_1__Spirochaetes,D_2__Leptospirae,D_3__Leptospirales,D_4__Leptospiraceae,D_5__metagenome,D_6__metagenome
ASV_2061,D_0__Bacteria,D_1__Spirochaetes,D_2__Spirochaetia,D_3__Spirochaetales,D_4__Spirochaetaceae,D_5__Spirochaeta 2,D_6__Spirochaeta sp.
ASV_2062,D_0__Bacteria,D_1__Spirochaetes,D_2__Spirochaetia,D_3__Spirochaetales,D_4__Spirochaetaceae,D_5__Spirochaeta 2,D_6__uncultured bacterium
ASV_2063,D_0__Bacteria,D_1__Spirochaetes,D_2__Spirochaetia,D_3__Spirochaetales,D_4__Spirochaetaceae,D_5__Spirochaeta 2,NA
ASV_2064,D_0__Bacteria,D_1__Spirochaetes,D_2__Spirochaetia,D_3__Spirochaetales,D_4__Spirochaetaceae,D_5__Treponema 2,D_6__uncultured prokaryote
ASV_2065,D_0__Bacteria,D_1__Spirochaetes,D_2__Spirochaetia,D_3__Spirochaetales,D_4__Spirochaetaceae,D_5__Treponema,D_6__metagenome
ASV_2066,D_0__Bacteria,D_1__Spirochaetes,D_2__Spirochaetia,D_3__Spirochaetales,D_4__Spirochaetaceae,D_5__uncultured,D_6__uncultured bacterium
ASV_2067,D_0__Bacteria,D_1__Spirochaetes,D_2__Spirochaetia,D_3__Spirochaetales,D_4__Spirochaetaceae,D_5__uncultured,NA
ASV_2068,D_0__Bacteria,D_1__Spirochaetes,D_2__Spirochaetia,D_3__Spirochaetales,D_4__Spirochaetaceae,NA,NA
ASV_2069,D_0__Bacteria,D_1__Spirochaetes,D_2__V2072-189E03,D_3__uncultured Spirochaetales bacterium,D_4__uncultured Spirochaetales bacterium,D_5__uncultured Spirochaetales bacterium,D_6__uncultured Spirochaetales bacterium
ASV_2070,D_0__Bacteria,D_1__Tenericutes,D_2__Mollicutes,D_3__Mollicutes RF39,D_4__uncultured rumen bacterium,D_5__uncultured rumen bacterium,D_6__uncultured rumen bacterium
ASV_2071,D_0__Bacteria,D_1__Tenericutes,D_2__Mollicutes,D_3__Mollicutes RF39,NA,NA,NA
ASV_2072,D_0__Bacteria,D_1__Tenericutes,D_2__Mollicutes,D_3__Mycoplasmatales,D_4__Mycoplasmataceae,D_5__Candidatus Bacilloplasma,D_6__uncultured bacterium
ASV_2073,D_0__Bacteria,D_1__Tenericutes,D_2__Mollicutes,D_3__Mycoplasmatales,D_4__Mycoplasmataceae,D_5__Mycoplasma,D_6__Mycoplasma sp. 5H
ASV_2074,D_0__Bacteria,D_1__Tenericutes,D_2__Mollicutes,D_3__Mycoplasmatales,D_4__Mycoplasmataceae,D_5__Mycoplasma,NA
ASV_2075,D_0__Bacteria,D_1__Tenericutes,D_2__Mollicutes,D_3__Mycoplasmatales,D_4__Mycoplasmataceae,D_5__uncultured,D_6__uncultured Firmicutes bacterium
ASV_2076,D_0__Bacteria,D_1__Tenericutes,D_2__Mollicutes,D_3__Mycoplasmatales,D_4__Mycoplasmataceae,D_5__uncultured,D_6__uncultured bacterium
ASV_2077,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__Candidatus Udaeobacter,Ambiguous_taxa
ASV_2078,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__Candidatus Udaeobacter,D_6__uncultured Prosthecobacter sp.
ASV_2079,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__Candidatus Udaeobacter,D_6__uncultured Verrucomicrobia bacterium
ASV_2080,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__Candidatus Udaeobacter,D_6__uncultured Xiphinematobacteriaceae bacterium
ASV_2081,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__Candidatus Udaeobacter,D_6__uncultured cyanobacterium
ASV_2082,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__Candidatus Udaeobacter,D_6__uncultured organism
ASV_2083,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__Candidatus Udaeobacter,D_6__uncultured soil bacterium
ASV_2084,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__Candidatus Udaeobacter,NA
ASV_2085,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__Chthoniobacter,Ambiguous_taxa
ASV_2086,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__Chthoniobacter,D_6__Verrucomicrobia bacterium SCGC AG-212-E04
ASV_2087,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__Chthoniobacter,D_6__bacterium Ellin506
ASV_2088,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__Chthoniobacter,D_6__metagenome
ASV_2089,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__Chthoniobacter,D_6__uncultured Verrucomicrobia bacterium
ASV_2090,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__Chthoniobacter,D_6__uncultured Verrucomicrobiales bacterium
ASV_2091,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__Chthoniobacter,D_6__uncultured Xiphinematobacteriaceae bacterium
ASV_2092,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__Chthoniobacter,D_6__uncultured bacterium
ASV_2093,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__Chthoniobacter,D_6__uncultured soil bacterium
ASV_2094,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__Chthoniobacter,NA
ASV_2095,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__LD29,D_6__metagenome
ASV_2096,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__LD29,D_6__uncultured Xiphinematobacteriaceae bacterium
ASV_2097,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__LD29,NA
ASV_2098,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium
ASV_2099,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,NA,NA
ASV_2100,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Terrimicrobiaceae,D_5__FukuN18 freshwater group,NA
ASV_2101,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Terrimicrobiaceae,D_5__Terrimicrobium,Ambiguous_taxa
ASV_2102,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Terrimicrobiaceae,D_5__Terrimicrobium,NA
ASV_2103,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Xiphinematobacteraceae,D_5__Candidatus Xiphinematobacter,D_6__metagenome
ASV_2104,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Xiphinematobacteraceae,D_5__Candidatus Xiphinematobacter,D_6__uncultured Verrucomicrobia bacterium
ASV_2105,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Xiphinematobacteraceae,D_5__Candidatus Xiphinematobacter,NA
ASV_2106,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,NA,NA,NA
ASV_2107,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__LD1-PB3,D_4__uncultured soil bacterium,D_5__uncultured soil bacterium,D_6__uncultured soil bacterium
ASV_2108,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Methylacidiphilales,D_4__Methylacidiphilaceae,D_5__uncultured,D_6__metagenome
ASV_2109,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Methylacidiphilales,D_4__Methylacidiphilaceae,D_5__uncultured,D_6__uncultured bacterium
ASV_2110,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Methylacidiphilales,D_4__Methylacidiphilaceae,NA,NA
ASV_2111,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Opitutales,D_4__Opitutaceae,D_5__Lacunisphaera,NA
ASV_2112,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Opitutales,D_4__Opitutaceae,D_5__Opitutus,NA
ASV_2113,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Opitutales,D_4__Opitutaceae,NA,NA
ASV_2114,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Opitutales,D_4__Puniceicoccaceae,D_5__Verruc-01,D_6__Opitutae bacterium SCGC AG-212-L18
ASV_2115,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Opitutales,D_4__Puniceicoccaceae,D_5__Verruc-01,NA
ASV_2116,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Opitutales,D_4__Puniceicoccaceae,NA,NA
ASV_2117,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,Ambiguous_taxa,Ambiguous_taxa
ASV_2118,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,D_5__ADurb.Bin063-1,D_6__uncultured Verrucomicrobia subdivision 3 bacterium
ASV_2119,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,D_5__ADurb.Bin063-1,NA
ASV_2120,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,D_5__Pedosphaera,D_6__metagenome
ASV_2121,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,D_5__Pedosphaera,NA
ASV_2122,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,D_5__bacterium enrichment culture clone auto67_4W,D_6__bacterium enrichment culture clone auto67_4W
